Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"GTP-AFS 135"
"67 ", acfsk_ligier_jsp320, no,"0", "02:03.3270", "33.5340", "46.9480", "42.8450",  "F:M - R:M",     
"68 ", acfsk_ligier_jsp320, no,"0", "02:03.0650", "33.5780", "48.0060", "41.4810",  "F:M - R:M",     
"69 ", acfsk_ligier_jsp320, no,"0", "02:04.2520", "33.6180", "47.2270", "43.4070",  "F:M - R:M",     
"70 ", acfsk_ligier_jsp320, no,"0", "04:01.2420", "150.2790", "49.0180", "41.9450",  "F:M - R:M",     
"71 ", acfsk_ligier_jsp320, no,"0", "02:02.9580", "34.2360", "47.5780", "41.1440",  "F:M - R:M",     
"72 ", acfsk_ligier_jsp320, no,"0", "02:02.7460", "33.9160", "47.6820", "41.1480",  "F:M - R:M",     
"73 ", acfsk_ligier_jsp320, no,"0", "02:03.1080", "34.5610", "47.6680", "40.8790",  "F:M - R:M",     
"74 ", acfsk_ligier_jsp320, no,"0", "02:04.1140", "33.8130", "48.0950", "42.2060",  "F:M - R:M",     
"75 ", acfsk_ligier_jsp320, no,"0", "02:02.1130", "33.7240", "47.3040", "41.0850",  "F:M - R:M",     
"76 ", acfsk_ligier_jsp320, no,"0", "02:01.7840", "33.7870", "47.2590", "40.7380",  "F:M - R:M",     
"77 ", acfsk_ligier_jsp320, no,"0", "02:00.9080", "33.4820", "46.8500", "40.5760",  "F:M - R:M",     
"78 ", acfsk_ligier_jsp320, no,"0", "02:02.0420", "33.9960", "47.2400", "40.8060",  "F:M - R:M",     
"79 ", acfsk_ligier_jsp320, no,"0", "02:04.4900", "34.6840", "48.6950", "41.1110",  "F:M - R:M",     
"80 ", acfsk_ligier_jsp320, no,"0", "02:01.8450", "33.9950", "47.4660", "40.3840",  "F:M - R:M",     
"81 ", acfsk_ligier_jsp320, no,"0", "02:02.6700", "33.6910", "47.1910", "41.7880",  "F:M - R:M",     
"82 ", acfsk_ligier_jsp320, no,"0", "02:01.8680", "33.4700", "47.5160", "40.8820",  "F:M - R:M",     
"83 ", acfsk_ligier_jsp320, no,"0", "02:00.9040", "33.5810", "46.8360", "40.4870",  "F:M - R:M",     
"84 ", acfsk_ligier_jsp320, no,"0", "02:01.7760", "33.9440", "47.0520", "40.7800",  "F:M - R:M",     
"85 ", acfsk_ligier_jsp320, no,"0", "02:01.9050", "34.0830", "46.9620", "40.8600",  "F:M - R:M",     
"86 ", acfsk_ligier_jsp320, no,"0", "02:02.7680", "33.7990", "48.3530", "40.6160",  "F:M - R:M",     
"87 ", acfsk_ligier_jsp320, no,"0", "02:01.7640", "33.4560", "47.4390", "40.8690",  "F:M - R:M",     
"88 ", acfsk_ligier_jsp320, no,"0", "02:02.0170", "33.6370", "47.7270", "40.6530",  "F:M - R:M",     
"89 ", acfsk_ligier_jsp320, no,"0", "02:01.7580", "33.5480", "47.5390", "40.6710",  "F:M - R:M",     
"90 ", acfsk_ligier_jsp320, no,"0", "02:01.5400", "33.8350", "46.8140", "40.8910",  "F:M - R:M",     
"91 ", acfsk_ligier_jsp320, no,"0", "02:01.5820", "33.6110", "46.6470", "41.3240",  "F:M - R:M",     
"92 ", acfsk_ligier_jsp320, no,"0", "02:01.1500", "33.3590", "47.2640", "40.5270",  "F:M - R:M",     
"93 ", acfsk_ligier_jsp320, no,"0", "02:03.2330", "33.8910", "47.0650", "42.2770",  "F:M - R:M",     
"94 ", acfsk_ligier_jsp320, no,"0", "02:52.3840", "82.5150", "48.6810", "41.1880",  "F:M - R:M",     
"95 ", acfsk_ligier_jsp320, no,"0", "02:01.8210", "33.5930", "47.3900", "40.8380",  "F:M - R:M",     
"96 ", acfsk_ligier_jsp320, no,"0", "02:01.2030", "33.6860", "47.1520", "40.3650",  "F:M - R:M",     
"97 ", acfsk_ligier_jsp320, no,"0", "02:03.2630", "34.2130", "47.7770", "41.2730",  "F:M - R:M",     
"98 ", acfsk_ligier_jsp320, no,"0", "02:03.4150", "35.2470", "47.3890", "40.7790",  "F:M - R:M",     
"99 ", acfsk_ligier_jsp320, no,"0", "02:01.6450", "33.8000", "47.3590", "40.4860",  "F:M - R:M",     
"100 ", acfsk_ligier_jsp320, no,"0", "02:01.6580", "33.5480", "47.7860", "40.3240",  "F:M - R:M",     
"101 ", acfsk_ligier_jsp320, no,"0", "02:01.7090", "33.9060", "46.9340", "40.8690",  "F:M - R:M",     
"102 ", acfsk_ligier_jsp320, no,"0", "02:01.1240", "33.4830", "46.9570", "40.6840",  "F:M - R:M",     
"103 ", acfsk_ligier_jsp320, no,"0", "02:01.6010", "33.7480", "47.0880", "40.7650",  "F:M - R:M",     
"104 ", acfsk_ligier_jsp320, no,"0", "02:03.9910", "33.8600", "47.4850", "42.6460",  "F:M - R:M",     
"105 ", acfsk_ligier_jsp320, no,"0", "03:19.0320", "107.9150", "48.9520", "42.1650",  "F:M - R:M",     
"106 ", acfsk_ligier_jsp320, no,"0", "02:02.4540", "33.8130", "47.6900", "40.9510",  "F:M - R:M",     
"107 ", acfsk_ligier_jsp320, no,"0", "02:02.2910", "33.5790", "47.2860", "41.4260",  "F:M - R:M",     
"108 ", acfsk_ligier_jsp320, no,"0", "02:07.4290", "34.4370", "49.6790", "43.3130",  "F:M - R:M",     
"109 ", acfsk_ligier_jsp320, no,"0", "02:05.5190", "33.8910", "47.7940", "43.8340",  "F:M - R:M",     
"110 ", acfsk_ligier_jsp320, no,"0", "02:05.1300", "34.1440", "47.9340", "43.0520",  "F:M - R:M",     
"111 ", acfsk_ligier_jsp320, no,"0", "04:03.7340", "151.6780", "49.3110", "42.7450",  "F:M - R:M",     
"112 ", acfsk_ligier_jsp320, no,"0", "02:02.1640", "34.2790", "47.0700", "40.8150",  "F:M - R:M",     
"113 ", acfsk_ligier_jsp320, no,"0", "02:02.3430", "33.8370", "47.6100", "40.8960",  "F:M - R:M",     
"114 ", acfsk_ligier_jsp320, no,"0", "02:01.5350", "33.6870", "47.0790", "40.7690",  "F:M - R:M",     
"115 ", acfsk_ligier_jsp320, no,"0", "02:02.2860", "34.6570", "47.0250", "40.6040",  "F:M - R:M",     
"116 ", acfsk_ligier_jsp320, no,"0", "02:02.7730", "33.7270", "47.9790", "41.0670",  "F:M - R:M",     
"117 ", acfsk_ligier_jsp320, no,"0", "02:02.0370", "33.8590", "47.4030", "40.7750",  "F:M - R:M",     
"118 ", acfsk_ligier_jsp320, no,"0", "02:03.8980", "33.6860", "48.0790", "42.1330",  "F:M - R:M",     
"119 ", acfsk_ligier_jsp320, no,"0", "02:03.5400", "33.8280", "47.3750", "42.3370",  "F:M - R:M",     
"120 ", acfsk_ligier_jsp320, no,"0", "02:01.9320", "33.8800", "47.3980", "40.6540",  "F:M - R:M",     
"121 ", acfsk_ligier_jsp320, no,"0", "02:02.3770", "34.2990", "47.3480", "40.7300",  "F:M - R:M",     
"122 ", acfsk_ligier_jsp320, no,"0", "02:01.6000", "33.8540", "47.1600", "40.5860",  "F:M - R:M",     
"123 ", acfsk_ligier_jsp320, no,"0", "02:01.8740", "33.5400", "47.0510", "41.2830",  "F:M - R:M",     
"124 ", acfsk_ligier_jsp320, no,"0", "02:01.4850", "33.9050", "46.7640", "40.8160",  "F:M - R:M",     
"125 ", acfsk_ligier_jsp320, no,"0", "02:02.4720", "33.8400", "47.7490", "40.8830",  "F:M - R:M",     
"126 ", acfsk_ligier_jsp320, no,"0", "02:03.0250", "34.5140", "47.2910", "41.2200",  "F:M - R:M",     
"127 ", acfsk_ligier_jsp320, no,"0", "02:02.4590", "34.2680", "47.5110", "40.6800",  "F:M - R:M",     
"128 ", acfsk_ligier_jsp320, no,"0", "02:04.3820", "34.1760", "47.6140", "42.5920",  "F:M - R:M",     
"129 ", acfsk_ligier_jsp320, no,"0", "02:01.8990", "34.7060", "46.5440", "40.6490",  "F:M - R:M",     
"130 ", acfsk_ligier_jsp320, no,"0", "02:02.1560", "33.8490", "47.2220", "41.0850",  "F:M - R:M",     
"131 ", acfsk_ligier_jsp320, no,"0", "02:02.9150", "34.1030", "47.2320", "41.5800",  "F:M - R:M",     
"132 ", acfsk_ligier_jsp320, no,"0", "02:01.7540", "34.2480", "46.7280", "40.7780",  "F:M - R:M",     
"133 ", acfsk_ligier_jsp320, no,"0", "02:01.2770", "33.5950", "47.2720", "40.4100",  "F:M - R:M",     
"134 ", acfsk_ligier_jsp320, no,"0", "02:01.1430", "33.4330", "47.0750", "40.6350",  "F:M - R:M",     
"135 ", acfsk_ligier_jsp320, no,"0", "02:01.2290", "33.7580", "46.8860", "40.5850",  "F:M - R:M",     
"136 ", acfsk_ligier_jsp320, no,"0", "02:02.0380", "33.2980", "46.9570", "41.7830",  "F:M - R:M",     
"137 ", acfsk_ligier_jsp320, no,"0", "02:25.3650", "52.7270", "50.2740", "42.3640",  "F:M - R:M",     
"138 ", acfsk_ligier_jsp320, no,"0", "02:03.6140", "34.2800", "48.1320", "41.2020",  "F:M - R:M",     
"139 ", acfsk_ligier_jsp320, no,"0", "02:13.1260", "43.1660", "48.4020", "41.5580",  "F:M - R:M",     
"140 ", acfsk_ligier_jsp320, no,"0", "02:03.1120", "33.9350", "47.6560", "41.5210",  "F:M - R:M",     
"141 ", acfsk_ligier_jsp320, no,"0", "02:02.0270", "33.5480", "47.7000", "40.7790",  "F:M - R:M",     
"142 ", acfsk_ligier_jsp320, no,"0", "02:03.2040", "34.3820", "47.3180", "41.5040",  "F:M - R:M",     
"143 ", acfsk_ligier_jsp320, no,"0", "02:03.0660", "33.6320", "47.3850", "42.0490",  "F:M - R:M",     
"144 ", acfsk_ligier_jsp320, no,"0", "02:03.3040", "34.2310", "47.5340", "41.5390",  "F:M - R:M",     
"145 ", acfsk_ligier_jsp320, no,"0", "02:02.7430", "33.9800", "47.6550", "41.1080",  "F:M - R:M",     
"146 ", acfsk_ligier_jsp320, no,"0", "02:03.7650", "33.7280", "47.3670", "42.6700",  "F:M - R:M",     
"147 ", acfsk_ligier_jsp320, no,"0", "02:03.2500", "33.7050", "48.6670", "40.8780",  "F:M - R:M",     
"148 ", acfsk_ligier_jsp320, no,"0", "02:01.6130", "33.6390", "47.5820", "40.3920",  "F:M - R:M",     
"149 ", acfsk_ligier_jsp320, no,"0", "02:02.2310", "33.6450", "47.8170", "40.7690",  "F:M - R:M",     
"150 ", acfsk_ligier_jsp320, no,"0", "02:06.5110", "33.6890", "51.3540", "41.4680",  "F:M - R:M",     
"151 ", acfsk_ligier_jsp320, no,"0", "02:03.9270", "33.7780", "47.6280", "42.5210",  "F:M - R:M",     
"152 ", acfsk_ligier_jsp320, no,"0", "02:04.6670", "33.9480", "47.5550", "43.1640",  "F:M - R:M",     
"153 ", acfsk_ligier_jsp320, no,"0", "02:46.7550", "76.9890", "48.6220", "41.1440",  "F:M - R:M",     
"154 ", acfsk_ligier_jsp320, no,"0", "02:02.5840", "33.9560", "47.7500", "40.8780",  "F:M - R:M",     
"155 ", acfsk_ligier_jsp320, no,"0", "02:01.4380", "33.3410", "47.2330", "40.8640",  "F:M - R:M",     
"156 ", acfsk_ligier_jsp320, no,"0", "02:01.2040", "33.3240", "47.0150", "40.8650",  "F:M - R:M",     
"157 ", acfsk_ligier_jsp320, no,"0", "02:01.0470", "33.2870", "46.9270", "40.8330",  "F:M - R:M",     
"158 ", acfsk_ligier_jsp320, no,"0", "02:01.6890", "33.5700", "47.4290", "40.6900",  "F:M - R:M",     
"159 ", acfsk_ligier_jsp320, no,"0", "02:01.1940", "33.2090", "47.1650", "40.8200",  "F:M - R:M",     
"160 ", acfsk_ligier_jsp320, no,"0", "02:00.7930", "33.6420", "46.5930", "40.5580",  "F:M - R:M",     
"161 ", acfsk_ligier_jsp320, no,"0", "02:01.0200", "33.5350", "46.8630", "40.6220",  "F:M - R:M",     
"162 ", acfsk_ligier_jsp320, no,"0", "02:00.5730", "33.2630", "46.7460", "40.5640",  "F:M - R:M",     
"163 ", acfsk_ligier_jsp320, no,"0", "02:03.3090", "33.3530", "49.1670", "40.7890",  "F:M - R:M",     
"164 ", acfsk_ligier_jsp320, no,"0", "02:02.8850", "33.4840", "47.5340", "41.8670",  "F:M - R:M",     
"165 ", acfsk_ligier_jsp320, no,"0", "02:01.9430", "33.5500", "47.3400", "41.0530",  "F:M - R:M",     
"166 ", acfsk_ligier_jsp320, no,"0", "02:02.1870", "34.0450", "47.3710", "40.7710",  "F:M - R:M",     
"167 ", acfsk_ligier_jsp320, no,"0", "02:03.0430", "33.5880", "47.5330", "41.9220",  "F:M - R:M",     
Average,,,"02:07.2539", "37.9161", "47.8221", "41.5157"
Best possible,,, "02:00.0770", "33.2090", "46.5440", "40.3240"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"GTD-VIG 666"
"1 ", porsche_992_gt3_r, no,"0", "04:34.7310", "141.7920", "67.7790", "65.1600",  "F:M - R:M",     
"2 ", porsche_992_gt3_r, no,"0", "02:11.5930", "40.3870", "48.7490", "42.4570",  "F:M - R:M",     
"3 ", porsche_992_gt3_r, no,"0", "02:07.1660", "35.4030", "48.4240", "43.3390",  "F:M - R:M",     
"4 ", porsche_992_gt3_r, no,"0", "02:05.9310", "35.2550", "48.2950", "42.3810",  "F:M - R:M",     
"5 ", porsche_992_gt3_r, no,"0", "02:06.0220", "35.0630", "48.4750", "42.4840",  "F:M - R:M",     
"6 ", porsche_992_gt3_r, no,"0", "02:06.8560", "35.1280", "48.6270", "43.1010",  "F:M - R:M",     
"7 ", porsche_992_gt3_r, no,"0", "02:06.1050", "35.1910", "48.5510", "42.3630",  "F:M - R:M",     
"8 ", porsche_992_gt3_r, no,"0", "02:06.0260", "35.1940", "48.3030", "42.5290",  "F:M - R:M",     
"9 ", porsche_992_gt3_r, no,"0", "02:07.2630", "35.5700", "48.5910", "43.1020",  "F:M - R:M",     
"10 ", porsche_992_gt3_r, no,"0", "02:06.8990", "35.3070", "49.0360", "42.5560",  "F:M - R:M",     
"11 ", porsche_992_gt3_r, no,"0", "02:06.0480", "35.0490", "48.6040", "42.3950",  "F:M - R:M",     
"12 ", porsche_992_gt3_r, no,"0", "02:06.0850", "35.0550", "48.4870", "42.5430",  "F:M - R:M",     
"13 ", porsche_992_gt3_r, no,"0", "02:05.8530", "35.1420", "48.3650", "42.3460",  "F:M - R:M",     
"14 ", porsche_992_gt3_r, no,"0", "02:07.2770", "35.1350", "48.3350", "43.8070",  "F:M - R:M",     
"15 ", porsche_992_gt3_r, no,"0", "02:07.5770", "35.3460", "49.2430", "42.9880",  "F:M - R:M",     
"16 ", porsche_992_gt3_r, no,"0", "02:10.7860", "36.2990", "51.9120", "42.5750",  "F:M - R:M",     
"17 ", porsche_992_gt3_r, no,"0", "02:06.1680", "35.1240", "48.5810", "42.4630",  "F:M - R:M",     
"18 ", porsche_992_gt3_r, no,"0", "02:05.6850", "35.0500", "48.2980", "42.3370",  "F:M - R:M",     
"19 ", porsche_992_gt3_r, no,"0", "02:05.8650", "35.0360", "48.3400", "42.4890",  "F:M - R:M",     
"20 ", porsche_992_gt3_r, no,"0", "02:05.5310", "35.0100", "48.2400", "42.2810",  "F:M - R:M",     
"21 ", porsche_992_gt3_r, no,"0", "02:06.3980", "35.7680", "48.3170", "42.3130",  "F:M - R:M",     
"22 ", porsche_992_gt3_r, no,"0", "02:06.2730", "35.0310", "48.2800", "42.9620",  "F:M - R:M",     
"23 ", porsche_992_gt3_r, no,"0", "02:06.1080", "35.0280", "48.4740", "42.6060",  "F:M - R:M",     
"24 ", porsche_992_gt3_r, no,"0", "02:06.6970", "35.1620", "48.5020", "43.0330",  "F:M - R:M",     
"25 ", porsche_992_gt3_r, no,"0", "02:48.6020", "76.8210", "49.1040", "42.6770",  "F:M - R:M",     
"26 ", porsche_992_gt3_r, no,"0", "02:06.1640", "35.2470", "48.4640", "42.4530",  "F:M - R:M",     
"27 ", porsche_992_gt3_r, no,"0", "02:06.3440", "35.4360", "48.3560", "42.5520",  "F:M - R:M",     
"28 ", porsche_992_gt3_r, no,"0", "02:06.1600", "35.3270", "48.4970", "42.3360",  "F:M - R:M",     
"29 ", porsche_992_gt3_r, no,"0", "02:06.4690", "35.2410", "48.4470", "42.7810",  "F:M - R:M",     
"30 ", porsche_992_gt3_r, no,"0", "02:06.4110", "35.2180", "48.4200", "42.7730",  "F:M - R:M",     
"31 ", porsche_992_gt3_r, no,"0", "02:07.3540", "35.1940", "48.4650", "43.6950",  "F:M - R:M",     
"32 ", porsche_992_gt3_r, no,"0", "02:06.6720", "35.2590", "48.5190", "42.8940",  "F:M - R:M",     
"33 ", porsche_992_gt3_r, no,"0", "02:07.1110", "35.6080", "48.9640", "42.5390",  "F:M - R:M",     
"34 ", porsche_992_gt3_r, no,"0", "02:06.5460", "35.2950", "48.7520", "42.4990",  "F:M - R:M",     
"35 ", porsche_992_gt3_r, no,"0", "02:06.2600", "35.1850", "48.5460", "42.5290",  "F:M - R:M",     
"36 ", porsche_992_gt3_r, no,"0", "02:06.4480", "35.3410", "48.4650", "42.6420",  "F:M - R:M",     
"37 ", porsche_992_gt3_r, no,"0", "02:06.4960", "35.6320", "48.2440", "42.6200",  "F:M - R:M",     
"38 ", porsche_992_gt3_r, no,"0", "02:10.8830", "35.9340", "48.8150", "46.1340",  "F:M - R:M",     
"39 ", porsche_992_gt3_r, no,"0", "02:07.9820", "35.2240", "49.0680", "43.6900",  "F:M - R:M",     
"40 ", porsche_992_gt3_r, no,"0", "02:06.7850", "35.3630", "48.6500", "42.7720",  "F:M - R:M",     
"41 ", porsche_992_gt3_r, no,"0", "02:05.8360", "35.2010", "48.2050", "42.4300",  "F:M - R:M",     
"42 ", porsche_992_gt3_r, no,"0", "02:05.8440", "35.0960", "48.2040", "42.5440",  "F:M - R:M",     
"43 ", porsche_992_gt3_r, no,"0", "02:05.8380", "35.0370", "48.2660", "42.5350",  "F:M - R:M",     
"44 ", porsche_992_gt3_r, no,"0", "02:06.0720", "35.1990", "48.3660", "42.5070",  "F:M - R:M",     
"45 ", porsche_992_gt3_r, no,"0", "02:06.1970", "35.2340", "48.5240", "42.4390",  "F:M - R:M",     
"46 ", porsche_992_gt3_r, no,"0", "02:06.1600", "35.1390", "48.5460", "42.4750",  "F:M - R:M",     
"47 ", porsche_992_gt3_r, no,"0", "02:05.9880", "35.1280", "48.4650", "42.3950",  "F:M - R:M",     
"48 ", porsche_992_gt3_r, no,"0", "02:06.0350", "35.1710", "48.3210", "42.5430",  "F:M - R:M",     
"49 ", porsche_992_gt3_r, no,"0", "04:06.9610", "153.9010", "49.7700", "43.2900",  "F:M - R:M",     
"50 ", porsche_992_gt3_r, no,"0", "02:07.0540", "35.5560", "48.8650", "42.6330",  "F:M - R:M",     
"51 ", porsche_992_gt3_r, no,"0", "02:06.3470", "35.1860", "48.3890", "42.7720",  "F:M - R:M",     
"52 ", porsche_992_gt3_r, no,"0", "02:06.3540", "35.2690", "48.4830", "42.6020",  "F:M - R:M",     
"53 ", porsche_992_gt3_r, no,"0", "02:07.3860", "35.2070", "49.4560", "42.7230",  "F:M - R:M",     
"54 ", porsche_992_gt3_r, no,"0", "02:06.8550", "35.2700", "48.9200", "42.6650",  "F:M - R:M",     
"55 ", porsche_992_gt3_r, no,"0", "02:07.2640", "35.2300", "48.4870", "43.5470",  "F:M - R:M",     
"56 ", porsche_992_gt3_r, no,"0", "02:07.4590", "35.4160", "48.5870", "43.4560",  "F:M - R:M",     
"57 ", porsche_992_gt3_r, no,"0", "02:06.6450", "35.0970", "48.7430", "42.8050",  "F:M - R:M",     
"58 ", porsche_992_gt3_r, no,"0", "02:06.5890", "35.2260", "48.6940", "42.6690",  "F:M - R:M",     
"59 ", porsche_992_gt3_r, no,"0", "02:06.9320", "35.6590", "48.5960", "42.6770",  "F:M - R:M",     
"60 ", porsche_992_gt3_r, no,"0", "02:06.3530", "35.0390", "48.6280", "42.6860",  "F:M - R:M",     
"61 ", porsche_992_gt3_r, no,"0", "02:07.3970", "35.1650", "48.7900", "43.4420",  "F:M - R:M",     
"62 ", porsche_992_gt3_r, no,"0", "02:06.1510", "35.2560", "48.4190", "42.4760",  "F:M - R:M",     
"63 ", porsche_992_gt3_r, no,"0", "02:06.1410", "35.1960", "48.2030", "42.7420",  "F:M - R:M",     
"64 ", porsche_992_gt3_r, no,"0", "02:07.2950", "35.2980", "48.6310", "43.3660",  "F:M - R:M",     
"65 ", porsche_992_gt3_r, no,"0", "02:06.8760", "35.1070", "48.4880", "43.2810",  "F:M - R:M",     
"66 ", porsche_992_gt3_r, no,"0", "02:06.6430", "35.1800", "48.5280", "42.9350",  "F:M - R:M",     
"67 ", porsche_992_gt3_r, no,"0", "02:07.2750", "35.5010", "48.6180", "43.1560",  "F:M - R:M",     
"68 ", porsche_992_gt3_r, no,"0", "02:08.2130", "35.2970", "48.6720", "44.2440",  "F:M - R:M",     
"69 ", porsche_992_gt3_r, no,"0", "02:07.5860", "35.9620", "48.8480", "42.7760",  "F:M - R:M",     
"70 ", porsche_992_gt3_r, no,"0", "02:07.7080", "35.2550", "48.6320", "43.8210",  "F:M - R:M",     
"71 ", porsche_992_gt3_r, no,"0", "02:06.8250", "35.2950", "48.2840", "43.2460",  "F:M - R:M",     
"72 ", porsche_992_gt3_r, no,"0", "02:07.5250", "35.3150", "48.8120", "43.3980",  "F:M - R:M",     
"73 ", porsche_992_gt3_r, no,"0", "02:08.4260", "35.3210", "48.6720", "44.4330",  "F:M - R:M",     
"74 ", porsche_992_gt3_r, no,"0", "02:51.6330", "78.5720", "49.5270", "43.5340",  "F:M - R:M",     
"75 ", porsche_992_gt3_r, no,"0", "02:07.9890", "35.6930", "49.3750", "42.9210",  "F:M - R:M",     
"76 ", porsche_992_gt3_r, no,"0", "02:06.2700", "35.3250", "48.3480", "42.5970",  "F:M - R:M",     
"77 ", porsche_992_gt3_r, no,"0", "02:08.3390", "36.4450", "48.9060", "42.9880",  "F:M - R:M",     
"78 ", porsche_992_gt3_r, no,"0", "02:06.3000", "35.3090", "48.3570", "42.6340",  "F:M - R:M",     
"79 ", porsche_992_gt3_r, no,"0", "02:06.9490", "35.2210", "48.7480", "42.9800",  "F:M - R:M",     
"80 ", porsche_992_gt3_r, no,"0", "02:06.2940", "35.3390", "48.3580", "42.5970",  "F:M - R:M",     
"81 ", porsche_992_gt3_r, no,"0", "02:06.6830", "35.2120", "48.5460", "42.9250",  "F:M - R:M",     
"82 ", porsche_992_gt3_r, no,"0", "02:06.7400", "35.2110", "48.3650", "43.1640",  "F:M - R:M",     
"83 ", porsche_992_gt3_r, no,"0", "02:07.5960", "35.3810", "49.1230", "43.0920",  "F:M - R:M",     
"84 ", porsche_992_gt3_r, no,"0", "02:06.6790", "35.2530", "48.6400", "42.7860",  "F:M - R:M",     
"85 ", porsche_992_gt3_r, no,"0", "02:06.7430", "35.4250", "48.5330", "42.7850",  "F:M - R:M",     
"86 ", porsche_992_gt3_r, no,"0", "02:06.5020", "35.3370", "48.4730", "42.6920",  "F:M - R:M",     
"87 ", porsche_992_gt3_r, no,"0", "02:06.5910", "35.1060", "48.8020", "42.6830",  "F:M - R:M",     
"88 ", porsche_992_gt3_r, no,"0", "02:06.8860", "35.2160", "48.4920", "43.1780",  "F:M - R:M",     
"89 ", porsche_992_gt3_r, no,"0", "02:06.8600", "35.1410", "48.5460", "43.1730",  "F:M - R:M",     
"90 ", porsche_992_gt3_r, no,"0", "02:06.9880", "35.0580", "49.2110", "42.7190",  "F:M - R:M",     
"91 ", porsche_992_gt3_r, no,"0", "02:07.8190", "35.3670", "48.9500", "43.5020",  "F:M - R:M",     
"92 ", porsche_992_gt3_r, no,"0", "02:07.3600", "35.7040", "48.4110", "43.2450",  "F:M - R:M",     
"93 ", porsche_992_gt3_r, no,"0", "02:08.2100", "35.4920", "49.7700", "42.9480",  "F:M - R:M",     
"94 ", porsche_992_gt3_r, no,"0", "02:07.5780", "35.5620", "48.9910", "43.0250",  "F:M - R:M",     
"95 ", porsche_992_gt3_r, no,"0", "02:06.8450", "35.2930", "48.8750", "42.6770",  "F:M - R:M",     
"96 ", porsche_992_gt3_r, no,"0", "02:06.8890", "35.2910", "48.4560", "43.1420",  "F:M - R:M",     
"97 ", porsche_992_gt3_r, no,"0", "02:07.0540", "35.2850", "48.3310", "43.4380",  "F:M - R:M",     
"98 ", porsche_992_gt3_r, no,"0", "02:08.2290", "35.3670", "48.7980", "44.0640",  "F:M - R:M",     
"99 ", porsche_992_gt3_r, no,"0", "02:57.8010", "85.4200", "49.5360", "42.8450",  "F:M - R:M",     
"100 ", porsche_992_gt3_r, no,"0", "02:06.5580", "35.5090", "48.5950", "42.4540",  "F:M - R:M",     
"101 ", porsche_992_gt3_r, no,"0", "02:06.4580", "35.4320", "48.5830", "42.4430",  "F:M - R:M",     
"102 ", porsche_992_gt3_r, no,"0", "02:06.2370", "35.2600", "48.4330", "42.5440",  "F:M - R:M",     
"103 ", porsche_992_gt3_r, no,"0", "02:06.0990", "35.2840", "48.3610", "42.4540",  "F:M - R:M",     
"104 ", porsche_992_gt3_r, no,"0", "02:07.0980", "35.1980", "49.3200", "42.5800",  "F:M - R:M",     
"105 ", porsche_992_gt3_r, no,"0", "02:05.8510", "35.0900", "48.3570", "42.4040",  "F:M - R:M",     
"106 ", porsche_992_gt3_r, no,"0", "02:06.2260", "35.3120", "48.2500", "42.6640",  "F:M - R:M",     
"107 ", porsche_992_gt3_r, no,"0", "02:07.5000", "36.4870", "48.7220", "42.2910",  "F:M - R:M",     
"108 ", porsche_992_gt3_r, no,"0", "02:06.2970", "35.2530", "48.2440", "42.8000",  "F:M - R:M",     
"109 ", porsche_992_gt3_r, no,"0", "02:07.4390", "36.4450", "48.5680", "42.4260",  "F:M - R:M",     
"110 ", porsche_992_gt3_r, no,"0", "02:06.6240", "35.2510", "48.7260", "42.6470",  "F:M - R:M",     
"111 ", porsche_992_gt3_r, no,"0", "02:06.4760", "35.3510", "48.3980", "42.7270",  "F:M - R:M",     
"112 ", porsche_992_gt3_r, no,"0", "02:06.6050", "35.3460", "48.8920", "42.3670",  "F:M - R:M",     
"113 ", porsche_992_gt3_r, no,"0", "02:05.8810", "35.0570", "48.2360", "42.5880",  "F:M - R:M",     
"114 ", porsche_992_gt3_r, no,"0", "02:05.7540", "35.1230", "48.1320", "42.4990",  "F:M - R:M",     
"115 ", porsche_992_gt3_r, no,"0", "02:06.6480", "35.0990", "48.8390", "42.7100",  "F:M - R:M",     
"116 ", porsche_992_gt3_r, no,"0", "02:05.9370", "35.0720", "48.0920", "42.7730",  "F:M - R:M",     
"117 ", porsche_992_gt3_r, no,"0", "02:08.5640", "35.5400", "50.0850", "42.9390",  "F:M - R:M",     
"118 ", porsche_992_gt3_r, no,"0", "02:05.8230", "35.1070", "48.0920", "42.6240",  "F:M - R:M",     
"119 ", porsche_992_gt3_r, no,"0", "02:06.1890", "34.9830", "48.6850", "42.5210",  "F:M - R:M",     
"120 ", porsche_992_gt3_r, no,"0", "02:06.7290", "35.8920", "48.3250", "42.5120",  "F:M - R:M",     
"121 ", porsche_992_gt3_r, no,"0", "02:05.8290", "35.0010", "48.1760", "42.6520",  "F:M - R:M",     
"122 ", porsche_992_gt3_r, no,"0", "02:06.6830", "35.6390", "48.2270", "42.8170",  "F:M - R:M",     
"123 ", porsche_992_gt3_r, no,"0", "04:21.2980", "168.2110", "49.9900", "43.0970",  "F:M - R:M",     
"124 ", porsche_992_gt3_r, no,"0", "02:07.1030", "35.3390", "48.6320", "43.1320",  "F:M - R:M",     
"125 ", porsche_992_gt3_r, no,"0", "02:07.9240", "35.3770", "49.3160", "43.2310",  "F:M - R:M",     
